exp_name,mode,ring_type,fold,task,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
inception-time-ring2-oura_hr-stationary-ir,test,ring2,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,13,6.73±1.70,8.93±5.29,7.99±2.02,0.77±0.19
inception-time-ring2-oura_hr-stationary-ir,test,ring2,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,20,2.96±0.44,3.52±1.89,3.69±0.58,0.92±0.09
