exp_name,mode,ring_type,fold,task,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
transformer-ring1-samsung_hr-all-ir,test,ring1,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,13,5.48±1.43,7.40±5.44,6.82±2.08,-0.22±0.29
transformer-ring1-samsung_hr-all-ir,test,ring1,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,11,11.49±2.57,14.08±9.81,13.04±2.21,0.34±0.31
