exp_name,mode,ring_type,fold,task,scene,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
mamba2-ring2-hr-motion-irimu,5fold,ring2,Fold-2,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,14,9.75±1.11,10.54±4.63,11.33±1.17,-0.33±0.27
mamba2-ring2-hr-motion-irimu,5fold,ring2,Fold-3,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,10,27.11±4.72,30.59±15.58,52.83±11.85,-0.74±0.24
mamba2-ring2-hr-motion-irimu,5fold,ring2,Fold-4,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,11,24.86±3.88,27.73±14.01,22.47±2.48,-0.31±0.32
mamba2-ring2-hr-motion-irimu,5fold,ring2,Fold-5,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,2,9.12±0.63,9.15±3.38,11.34±0.85,-1.00±inf
mamba2-ring2-hr-motion-irimu,5fold,ring2,all-folds,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,42,20.17±2.04,24.04±9.91,26.35±3.77,-0.20±0.15
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-1,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,4,10.02±1.97,10.59±5.83,12.17±2.49,-0.69±0.51
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-2,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,19.73±6.25,24.98±16.95,29.11±13.99,0.15±0.44
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-3,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,6,18.42±7.04,24.23±17.65,16.74±5.67,0.48±0.44
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-4,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,6,16.15±6.47,21.68±18.12,31.12±18.69,-0.60±0.40
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-5,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,27.55±10.37,29.44±23.90,24.15±6.43,1.00±inf
inception-time-ring2-samsung_hr-motion-ir,test,ring2,all-folds,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,25,17.63±2.92,22.71±11.71,23.52±5.94,0.01±0.21
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-1,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,4,39.75±4.44,40.49±19.78,48.74±7.99,-0.99±0.10
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-2,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,20.40±6.91,26.50±17.74,28.47±9.37,0.73±0.31
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-3,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,6,39.87±10.55,46.33±29.34,42.57±13.30,0.56±0.41
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-4,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,6,45.45±12.81,53.72±42.01,83.25±41.85,-0.19±0.49
inception-time-ring2-samsung_hr-motion-ir,test,ring2,Fold-5,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,43.50±0.50,43.50±6.60,40.02±5.34,1.00±inf
resnet-ring1-hr-stationary-ir,test,ring1,Fold-1,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,343,6.07±0.29,8.12±2.53,7.95±0.40,0.70±0.04
resnet-ring1-hr-stationary-ir,test,ring1,Fold-2,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,319,3.99±0.19,5.28±1.65,5.16±0.25,0.82±0.03
resnet-ring1-hr-stationary-ir,test,ring1,Fold-3,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,475,3.37±0.12,4.30±1.23,4.20±0.16,0.94±0.02
resnet-ring1-hr-stationary-ir,test,ring1,Fold-4,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,360,2.40±0.14,3.54±1.27,2.89±0.16,0.97±0.01
resnet-ring1-hr-stationary-ir,test,ring1,Fold-5,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,241,2.36±0.12,3.00±0.92,3.02±0.15,0.96±0.02
resnet-ring1-hr-stationary-ir,test,ring1,all-folds,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,1738,3.67±0.09,5.20±1.24,4.68±0.12,0.90±0.01
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-1,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,10,19.89±4.27,23.66±14.03,26.50±8.13,-0.09±0.35
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-2,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,21.75±8.01,29.29±19.96,30.80±15.40,-0.30±0.43
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-3,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,16.61±6.04,22.25±15.53,16.04±5.14,0.19±0.44
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-4,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,6,14.69±6.41,20.51±16.03,27.04±16.18,-0.60±0.40
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-5,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,5,25.33±9.37,31.51±23.30,38.74±20.40,-0.57±0.48
inception-time-ring1-samsung_hr-motion-ir,test,ring1,all-folds,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,35,19.49±2.79,25.39±11.65,27.11±5.41,-0.09±0.17
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-1,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,10,38.62±6.01,42.62±22.28,57.75±16.43,0.63±0.28
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-2,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,20.40±6.91,26.50±17.74,28.47±9.37,0.73±0.31
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-3,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,43.72±9.72,49.78±28.28,50.50±13.76,0.44±0.40
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-4,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,6,45.45±12.81,53.72±42.01,83.25±41.85,-0.19±0.49
inception-time-ring1-samsung_hr-motion-ir,test,ring1,Fold-5,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,5,48.00±4.09,48.69±20.09,69.60±20.61,0.42±0.52
transformer-ring1-rr-stationary-ir,test,ring1,Fold-1,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,306,3.15±0.16,4.23±1.31,20.56±1.54,0.15±0.06
transformer-ring1-rr-stationary-ir,test,ring1,Fold-2,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,320,2.98±0.12,3.66±0.97,23.32±1.34,-0.04±0.06
transformer-ring1-rr-stationary-ir,test,ring1,Fold-3,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,475,2.96±0.11,3.78±1.02,20.04±1.06,0.12±0.05
transformer-ring1-rr-stationary-ir,test,ring1,Fold-4,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,360,3.27±0.13,4.11±1.12,23.49±1.47,-0.30±0.05
transformer-ring1-rr-stationary-ir,test,ring1,Fold-5,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,214,2.93±0.14,3.57±1.10,19.69±1.62,-0.12±0.07
transformer-ring1-rr-stationary-ir,test,ring1,all-folds,resp_rr,stationary,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,1675,3.06±0.06,3.89±0.75,21.46±0.61,0.07±0.02
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-1,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,36,9.62±1.23,12.07±5.38,12.86±1.55,0.11±0.17
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-2,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,29,7.93±1.04,9.65±4.70,11.34±1.34,0.28±0.18
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-3,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,28,6.18±1.03,8.18±4.53,11.25±2.29,0.11±0.19
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-4,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,25,10.84±1.64,13.48±7.55,16.77±2.17,-0.22±0.20
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-5,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,15,7.88±1.72,10.17±6.02,11.85±2.54,0.21±0.27
inceptiontime-ring1-bp-all-irred,5fold,ring1,all-folds,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,133,8.56±0.59,10.94±3.94,12.81±0.87,0.04±0.09
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-1,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,36,18.47±1.70,21.03±8.51,16.19±1.44,-0.13±0.17
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-2,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,29,14.12±2.06,17.85±9.39,12.22±1.52,0.06±0.19
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-3,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,28,9.25±1.18,11.10±5.40,9.82±1.33,0.45±0.17
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-4,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,25,20.40±3.38,26.28±13.56,17.53±2.54,-0.25±0.20
inceptiontime-ring1-bp-all-irred,5fold,ring1,Fold-5,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,15,19.72±3.16,22.99±12.40,19.39±3.29,0.11±0.28
inceptiontime-ring1-bp-all-irred,5fold,ring1,all-folds,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,133,16.08±1.05,20.11±7.06,14.60±0.87,-0.00±0.09
resnet-ring1-spo2-spo2-irred,5fold,ring1,Fold-1,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,100,2.95±0.33,4.43±2.02,3.31±0.40,0.22±0.10
resnet-ring1-spo2-spo2-irred,5fold,ring1,Fold-2,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,103,3.01±0.29,4.21±1.77,3.35±0.34,0.08±0.10
resnet-ring1-spo2-spo2-irred,5fold,ring1,Fold-3,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,68,3.13±0.28,3.89±1.77,3.39±0.33,0.10±0.12
resnet-ring1-spo2-spo2-irred,5fold,ring1,Fold-4,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,101,3.86±0.35,5.20±2.21,4.35±0.43,0.09±0.10
resnet-ring1-spo2-spo2-irred,5fold,ring1,Fold-5,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,67,2.90±0.30,3.81±1.67,3.16±0.35,0.04±0.12
resnet-ring1-spo2-spo2-irred,5fold,ring1,all-folds,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,439,3.19±0.14,4.40±1.33,3.55±0.17,0.15±0.05
mamba2-ring2-rr-all-ir,5fold,ring2,Fold-1,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,40,2.34±0.30,2.99±1.43,11.24±1.31,0.10±0.16
mamba2-ring2-rr-all-ir,5fold,ring2,Fold-2,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,189,5.88±0.20,6.48±1.66,43.76±2.67,0.03±0.07
mamba2-ring2-rr-all-ir,5fold,ring2,Fold-3,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,104,4.33±0.17,4.66±1.22,27.97±1.37,0.12±0.10
mamba2-ring2-rr-all-ir,5fold,ring2,Fold-4,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,77,2.72±0.24,3.43±1.46,14.47±1.73,0.21±0.11
mamba2-ring2-rr-all-ir,5fold,ring2,Fold-5,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,21,2.85±0.63,3.99±2.57,16.04±5.54,0.38±0.21
mamba2-ring2-rr-all-ir,5fold,ring2,all-folds,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,431,4.46±0.13,5.23±1.23,30.34±1.43,-0.31±0.05
mamba2-ring2-rr-all-ir,5fold,ring2,Fold-1,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,40,2.17±0.27,2.75±1.31,10.74±1.35,0.17±0.16
mamba2-ring2-rr-all-ir,5fold,ring2,Fold-2,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,189,5.79±0.20,6.41±1.65,43.15±2.64,0.25±0.07
mamba2-ring2-rr-all-ir,5fold,ring2,Fold-3,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,104,4.44±0.17,4.77±1.23,28.71±1.38,0.08±0.10
mamba2-ring2-rr-all-ir,5fold,ring2,Fold-4,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,77,2.79±0.27,3.63±1.65,14.65±1.77,-0.23±0.11
mamba2-ring2-rr-all-ir,5fold,ring2,Fold-5,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,21,3.41±0.63,4.41±2.48,17.68±4.70,0.35±0.22
mamba2-ring2-rr-all-ir,5fold,ring2,all-folds,resp_rr,all,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,431,4.47±0.13,5.24±1.23,30.32±1.41,-0.27±0.05
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,34,4.45±0.73,6.11±3.26,5.40±0.87,0.86±0.09
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,33,8.74±1.06,10.58±4.43,12.76±1.79,-0.04±0.18
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-3,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,51,5.85±0.82,8.22±4.34,6.13±0.74,0.85±0.08
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-4,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,57,5.55±0.60,7.15±3.13,6.48±0.64,0.92±0.05
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-5,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,23,3.24±0.51,4.03±2.20,3.88±0.59,0.93±0.08
transformer-ring1-oura_hr-stationary-ir,test,ring1,all-folds,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,198,5.70±0.37,7.69±2.65,6.95±0.47,0.85±0.04
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,34,3.17±0.49,4.23±2.17,4.05±0.61,0.93±0.06
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,33,3.67±0.59,4.97±2.77,4.92±0.78,0.93±0.07
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-3,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,51,4.45±0.62,6.23±3.07,5.00±0.68,0.89±0.06
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-4,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,57,3.63±0.36,4.52±1.87,4.63±0.51,0.96±0.04
transformer-ring1-oura_hr-stationary-ir,test,ring1,Fold-5,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,23,2.34±0.40,3.01±1.72,2.86±0.49,0.96±0.06
mamba2-ring2-hr-all-ir,5fold,ring2,Fold-1,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,39,15.83±1.27,17.65±7.53,17.09±1.10,0.24±0.16
mamba2-ring2-hr-all-ir,5fold,ring2,Fold-2,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,189,8.01±0.32,9.10±2.37,10.58±0.43,0.15±0.07
mamba2-ring2-hr-all-ir,5fold,ring2,Fold-3,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,104,14.70±0.85,17.04±6.06,21.58±1.79,0.04±0.10
mamba2-ring2-hr-all-ir,5fold,ring2,Fold-4,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,76,14.29±0.91,16.31±6.11,15.80±0.83,0.14±0.12
mamba2-ring2-hr-all-ir,5fold,ring2,Fold-5,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,21,8.31±1.20,9.88±4.90,10.23±1.53,-0.03±0.23
mamba2-ring2-hr-all-ir,5fold,ring2,all-folds,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,429,11.47±0.36,13.68±3.66,14.75±0.56,0.04±0.05
mamba2-ring2-hr-all-ir,5fold,ring2,Fold-1,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,39,15.83±1.27,17.65±7.53,17.09±1.10,0.24±0.16
mamba2-ring2-hr-all-ir,5fold,ring2,Fold-2,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,189,8.01±0.32,9.10±2.37,10.58±0.43,0.14±0.07
mamba2-ring2-hr-all-ir,5fold,ring2,Fold-3,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,104,14.48±0.87,16.95±5.95,21.25±1.77,0.11±0.10
mamba2-ring2-hr-all-ir,5fold,ring2,Fold-4,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,76,14.55±0.98,16.84±6.28,15.82±0.85,0.20±0.11
mamba2-ring2-hr-all-ir,5fold,ring2,Fold-5,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,21,6.02±0.72,6.83±3.08,7.45±0.95,0.45±0.21
mamba2-ring2-hr-all-ir,5fold,ring2,all-folds,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,429,11.35±0.37,13.67±3.66,14.53±0.55,0.01±0.05
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-1,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,22,7.00±1.35,9.34±5.11,9.32±2.00,0.62±0.17
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-2,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,24,11.99±2.30,16.28±9.91,18.08±4.62,0.37±0.20
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-3,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,25,5.78±1.62,9.81±7.14,5.76±1.37,0.72±0.14
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-4,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,38,6.37±1.43,10.78±7.72,9.40±3.33,0.72±0.12
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-5,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,11,8.09±2.73,11.82±9.96,8.47±2.18,0.52±0.29
resnet-ring2-samsung_hr-all-ir,test,ring2,all-folds,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,120,7.64±0.82,11.77±5.58,10.28±1.52,0.64±0.07
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-1,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,22,10.34±3.18,17.86±12.24,12.90±4.00,0.66±0.17
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-2,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,24,7.83±2.56,14.57±10.43,10.84±3.52,0.77±0.14
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-3,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,25,12.23±3.98,23.03±16.35,13.54±4.52,0.66±0.16
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-4,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,38,9.48±3.19,21.60±17.61,15.97±7.78,0.34±0.16
resnet-ring2-samsung_hr-all-ir,test,ring2,Fold-5,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,11,10.11±5.00,18.77±15.16,9.99±4.57,0.76±0.22
