exp_name,mode,ring_type,fold,task,scene,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
mamba2-ring2-hr-motion-irredimu,5fold,ring2,Fold-1,hr,motion,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,5,29.68±4.26,30.88±15.42,30.03±2.34,-0.34±0.54
mamba2-ring2-hr-motion-irredimu,5fold,ring2,Fold-2,hr,motion,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,14,9.44±1.11,10.25±4.56,10.96±1.17,-0.07±0.29
mamba2-ring2-hr-motion-irredimu,5fold,ring2,Fold-3,hr,motion,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,10,28.63±5.34,32.81±16.77,56.38±12.90,-0.13±0.35
mamba2-ring2-hr-motion-irredimu,5fold,ring2,Fold-4,hr,motion,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,11,26.12±4.39,29.57±14.92,23.29±3.01,0.01±0.33
mamba2-ring2-hr-motion-irredimu,5fold,ring2,Fold-5,hr,motion,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,2,1.79±1.10,2.10±1.98,2.21±1.35,-1.00±inf
mamba2-ring2-hr-motion-irredimu,5fold,ring2,all-folds,hr,motion,"['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,42,20.42±2.30,25.18±10.58,26.86±4.17,-0.38±0.15
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,Fold-1,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,33,7.43±1.10,9.68±4.89,9.05±1.20,0.77±0.12
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,Fold-2,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,24,5.37±0.75,6.47±3.68,7.65±1.32,0.77±0.13
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,Fold-3,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,28,4.46±0.82,6.16±3.77,5.00±0.87,0.91±0.08
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,Fold-4,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,38,5.79±0.88,7.89±4.02,7.02±1.05,0.85±0.09
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,Fold-5,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,28,3.13±0.42,3.81±1.90,3.93±0.54,0.95±0.06
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,all-folds,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,151,5.34±0.40,7.25±2.77,6.62±0.49,0.84±0.04
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,Fold-1,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,33,3.57±0.52,4.62±2.34,4.53±0.68,0.95±0.05
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,Fold-2,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,24,2.58±0.42,3.26±1.78,3.37±0.52,0.95±0.07
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,Fold-3,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,28,3.08±0.48,3.97±2.15,3.66±0.68,0.97±0.05
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,Fold-4,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,38,3.04±0.45,4.08±2.06,3.59±0.52,0.97±0.04
inception-time-ring1-samsung_hr-stationary-ir,test,ring1,Fold-5,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,28,4.03±0.57,5.00±2.38,5.18±0.84,0.90±0.08
mamba2-ring1-hr-motion-irimu,5fold,ring1,Fold-1,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,5,28.48±3.79,29.47±14.25,29.25±2.83,-0.59±0.47
mamba2-ring1-hr-motion-irimu,5fold,ring1,Fold-2,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,25,17.76±0.75,18.13±4.97,20.44±0.72,0.19±0.20
mamba2-ring1-hr-motion-irimu,5fold,ring1,Fold-3,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,10,31.32±5.16,34.94±17.32,60.95±12.99,-0.09±0.35
mamba2-ring1-hr-motion-irimu,5fold,ring1,Fold-4,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,12,28.62±5.41,33.78±16.59,24.91±4.32,0.32±0.30
mamba2-ring1-hr-motion-irimu,5fold,ring1,Fold-5,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,5,17.69±2.62,18.45±9.34,24.67±4.35,0.46±0.51
mamba2-ring1-hr-motion-irimu,5fold,ring1,all-folds,hr,motion,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,57,23.36±1.69,26.54±9.74,29.63±3.11,-0.45±0.12
peak-motion,test,ring2,,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,181,28.85±1.52,35.35±11.13,41.07±3.60,-0.26±0.07
peak-motion,test,ring1,,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,191,21.27±1.42,28.93±10.14,35.86±3.84,0.12±0.07
peak-motion,test,ring2,,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,25,26.86±3.56,32.04±15.83,38.45±8.48,-0.27±0.20
peak-motion,test,ring1,,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,35,22.52±3.69,31.14±16.94,38.62±9.45,0.08±0.17
peak-motion,test,ring2,,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,27,25.39±3.42,30.80±15.39,36.29±7.98,-0.16±0.20
peak-motion,test,ring1,,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,39,23.52±3.73,32.90±16.95,42.74±9.61,0.08±0.16
peak-motion,test,ring2,,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,25,36.03±4.66,42.64±21.90,49.17±11.01,0.41±0.19
peak-motion,test,ring1,,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,35,38.51±3.86,44.59±19.41,56.51±9.52,0.38±0.16
peak-motion,test,ring2,,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,172,4.90±0.29,6.23±2.02,27.24±2.56,0.14±0.08
peak-motion,test,ring1,,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,195,4.15±0.25,5.41±1.73,19.88±1.50,0.30±0.07
peak-motion,test,ring2,,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,27,44.80±4.20,49.64±23.00,62.36±11.85,0.00±0.20
peak-motion,test,ring1,,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",peak,200,0.001,mse,128,39,42.95±3.54,48.17±19.93,66.46±10.04,0.18±0.16
transformer-ring2-hr-stationary-ir,test,ring2,Fold-1,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,478,7.37±0.22,8.86±2.07,9.76±0.32,0.42±0.04
transformer-ring2-hr-stationary-ir,test,ring2,Fold-2,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,326,6.35±0.32,8.54±2.65,8.38±0.45,-0.12±0.06
transformer-ring2-hr-stationary-ir,test,ring2,Fold-3,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,387,8.87±0.34,11.13±3.09,11.29±0.43,0.02±0.05
transformer-ring2-hr-stationary-ir,test,ring2,Fold-4,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,271,8.85±0.35,10.58±2.91,10.84±0.38,0.64±0.05
transformer-ring2-hr-stationary-ir,test,ring2,Fold-5,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,191,7.19±0.33,8.52±2.33,9.77±0.48,-0.01±0.07
transformer-ring2-hr-stationary-ir,test,ring2,all-folds,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,1653,7.74±0.14,9.63±1.82,10.02±0.18,0.32±0.02
mamba2-ring1-hr-stationary-ir,5fold,ring1,Fold-1,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",mamba2,200,0.0001,mse,8,35,6.86±0.71,8.02±3.14,7.78±0.82,0.64±0.13
mamba2-ring1-hr-stationary-ir,5fold,ring1,Fold-2,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",mamba2,200,0.0001,mse,8,220,7.37±0.35,9.04±2.52,10.06±0.55,-0.02±0.07
mamba2-ring1-hr-stationary-ir,5fold,ring1,Fold-3,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",mamba2,200,0.0001,mse,8,94,9.43±0.65,11.33±3.81,12.64±0.90,0.34±0.10
mamba2-ring1-hr-stationary-ir,5fold,ring1,Fold-4,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",mamba2,200,0.0001,mse,8,91,15.72±0.89,17.86±5.42,16.38±0.78,-0.07±0.11
mamba2-ring1-hr-stationary-ir,5fold,ring1,Fold-5,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",mamba2,200,0.0001,mse,8,35,6.05±0.69,7.28±3.19,7.76±0.96,-0.18±0.17
mamba2-ring1-hr-stationary-ir,5fold,ring1,all-folds,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",mamba2,200,0.0001,mse,8,475,9.24±0.32,11.53±2.87,11.44±0.38,0.21±0.04
inception-time-ring2-oura_hr-all-ir,test,ring2,Fold-1,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,21,10.73±1.03,11.68±4.53,13.27±1.39,0.36±0.21
inception-time-ring2-oura_hr-all-ir,test,ring2,Fold-2,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,34,12.20±1.88,16.30±8.91,18.18±3.47,0.28±0.17
inception-time-ring2-oura_hr-all-ir,test,ring2,Fold-3,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,39,8.29±1.33,11.66±7.40,8.88±1.12,0.63±0.13
inception-time-ring2-oura_hr-all-ir,test,ring2,Fold-4,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,58,11.07±1.04,13.59±6.30,14.98±2.17,0.44±0.12
inception-time-ring2-oura_hr-all-ir,test,ring2,Fold-5,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,8,14.09±3.74,17.21±12.94,14.44±2.90,-0.14±0.40
inception-time-ring2-oura_hr-all-ir,test,ring2,all-folds,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,160,10.74±0.68,13.76±5.22,13.92±1.15,0.34±0.07
inception-time-ring2-oura_hr-all-ir,test,ring2,Fold-1,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,21,9.00±3.35,17.48±12.57,10.99±4.02,0.64±0.18
inception-time-ring2-oura_hr-all-ir,test,ring2,Fold-2,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,34,13.63±3.99,26.66±17.91,19.61±7.01,0.14±0.18
inception-time-ring2-oura_hr-all-ir,test,ring2,Fold-3,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,39,10.41±2.45,18.33±11.17,11.91±2.85,0.65±0.13
inception-time-ring2-oura_hr-all-ir,test,ring2,Fold-4,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,58,9.45±2.34,20.06±15.13,14.73±5.46,0.48±0.12
inception-time-ring2-oura_hr-all-ir,test,ring2,Fold-5,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,8,10.36±5.77,18.46±16.85,10.50±5.82,0.81±0.24
transformer-ring2-hr-motion-ir,test,ring2,Fold-1,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,51,9.09±0.98,11.42±5.50,9.85±0.87,0.27±0.14
transformer-ring2-hr-motion-ir,test,ring2,Fold-2,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,36,18.03±2.07,21.80±9.62,21.58±3.35,-0.07±0.17
transformer-ring2-hr-motion-ir,test,ring2,Fold-3,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,42,16.67±2.24,21.99±9.72,21.25±3.43,0.31±0.15
transformer-ring2-hr-motion-ir,test,ring2,Fold-4,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,38,19.21±2.55,24.70±11.43,34.84±8.05,0.48±0.15
transformer-ring2-hr-motion-ir,test,ring2,Fold-5,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,14,25.55±3.69,28.81±13.95,23.00±2.72,-0.33±0.27
transformer-ring2-hr-motion-ir,test,ring2,all-folds,hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,181,16.02±1.00,20.88±6.75,21.09±2.09,0.20±0.07
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-1,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,18,7.59±1.47,9.72±5.47,10.10±2.23,0.65±0.19
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-2,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,17,8.52±1.38,10.16±5.26,12.97±2.45,0.67±0.19
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-3,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,19,2.96±0.71,4.21±2.79,3.27±0.73,0.95±0.08
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-4,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,32,4.59±0.80,6.41±3.71,5.38±0.87,0.90±0.08
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-5,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,9,4.85±0.92,5.51±3.21,5.98±1.22,0.77±0.24
resnet-ring2-samsung_hr-stationary-ir,test,ring2,all-folds,samsung_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,95,5.56±0.52,7.53±3.08,7.27±0.77,0.82±0.06
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-1,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,18,3.80±0.81,5.05±3.01,4.93±1.08,0.96±0.07
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-2,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,17,2.66±0.45,3.21±1.87,3.58±0.56,0.95±0.08
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-3,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,19,3.50±0.66,4.48±2.56,4.37±0.95,0.95±0.08
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-4,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,32,2.73±0.42,3.59±1.94,3.35±0.53,0.97±0.04
resnet-ring2-samsung_hr-stationary-ir,test,ring2,Fold-5,samsung_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,9,2.69±0.58,3.16±1.75,3.31±0.74,0.97±0.09
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-1,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,21,9.71±0.92,10.55±4.07,12.02±1.14,0.58±0.19
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-2,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,34,12.04±1.96,16.48±9.14,17.59±3.17,-0.08±0.18
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-3,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,39,8.44±1.40,12.07±7.41,9.30±1.27,0.08±0.16
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-4,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,58,10.34±1.01,12.85±6.31,13.61±2.11,0.52±0.11
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-5,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,8,14.56±4.71,19.17±15.49,14.37±3.62,-0.46±0.36
transformer-ring2-oura_hr-all-ir,test,ring2,all-folds,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,160,10.37±0.70,13.64±5.40,13.23±1.10,0.39±0.07
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-1,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,21,9.00±3.35,17.48±12.57,10.99±4.02,0.64±0.18
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-2,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,34,13.63±3.99,26.66±17.91,19.61±7.01,0.14±0.18
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-3,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,39,10.41±2.45,18.33±11.17,11.91±2.85,0.65±0.13
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-4,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,58,9.45±2.34,20.06±15.13,14.73±5.46,0.48±0.12
transformer-ring2-oura_hr-all-ir,test,ring2,Fold-5,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,8,10.36±5.77,18.46±16.85,10.50±5.82,0.81±0.24
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,34,5.81±1.00,8.17±4.10,6.95±1.12,0.83±0.10
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,33,5.97±0.70,7.15±3.41,8.71±1.21,0.83±0.10
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-3,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,51,4.95±0.66,6.80±3.37,5.61±0.75,0.89±0.06
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-4,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,57,5.43±0.61,7.09±3.16,7.00±0.80,0.90±0.06
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-5,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,23,3.25±0.48,3.96±2.07,3.97±0.63,0.93±0.08
inception-time-ring1-oura_hr-stationary-ir,test,ring1,all-folds,oura_hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,198,5.21±0.33,6.94±2.33,6.56±0.42,0.87±0.04
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,34,3.17±0.49,4.23±2.17,4.05±0.61,0.93±0.06
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,33,3.67±0.59,4.97±2.77,4.92±0.78,0.93±0.07
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-3,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,51,4.45±0.62,6.23±3.07,5.00±0.68,0.89±0.06
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-4,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,57,3.63±0.36,4.52±1.87,4.63±0.51,0.96±0.04
inception-time-ring1-oura_hr-stationary-ir,test,ring1,Fold-5,oura_hr_com,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,23,2.34±0.40,3.01±1.72,2.86±0.49,0.96±0.06
mamba2-ring1-oura_hr-all-ir,5fold,ring1,Fold-1,oura_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,10,6.68±1.94,8.86±7.09,7.02±1.67,0.10±0.35
mamba2-ring1-oura_hr-all-ir,5fold,ring1,Fold-1,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,9,12.58±6.81,23.01±18.60,14.87±8.12,-0.48±0.33
mamba2-ring1-oura_hr-all-ir,5fold,ring1,Fold-1,oura_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,10,6.37±3.91,13.34±12.93,6.12±3.43,0.93±0.13
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-1,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,363,9.86±0.54,14.20±4.61,11.60±0.93,0.29±0.05
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-2,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,522,6.79±0.29,9.52±3.19,8.70±0.41,0.61±0.03
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-3,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,407,6.68±0.33,9.43±3.51,10.05±0.69,0.50±0.04
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-4,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,305,6.03±0.49,10.39±4.39,7.00±0.56,0.77±0.04
inception-time-ring1-hr-all-ir,5fold,ring1,Fold-5,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,295,6.82±0.43,10.08±3.81,8.89±0.56,0.55±0.05
