exp_name,mode,ring_type,fold,task,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
inceptiontime-ring2-bp-all-irred,5fold,ring2,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,4,99.64±9.06,100.87±42.49,88.26±0.76,0.64±0.54
inceptiontime-ring2-bp-all-irred,5fold,ring2,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,4,99.64±9.06,100.87±42.49,88.26±0.76,0.64±0.54
